Medyczna Przychodnia ##(32) 370 24 14
Lar-Med Nzoz #         nzozlarmedzywiec@gmail.com     #(33) 860 26 63
Tomasz Mazur Tom-Med #         potek186@wp.pl     #Oceń firmę i napisz o niej opinię:
Tomasz Żmudziński #         tomzmud@poczta.onet.pl     #Oceń firmę i napisz o niej opinię:
Tom-Dent Krzysztof Tomecki ##600 461 870
Tomed Praktyka Ratownika Medycznego Tomasz Gajda #         togajda@gmail.com     #600 138 379
Tommed Niepubliczny Zakład Opieki Zdrowotnej Ośrodek Diagnostyki i Leczenia Chorób Kobiecych ##(32) 201 62 08
Tommed Niepubliczny Zakład Opieki Zdrowotnej Ośrodek Diagnostyki i Leczenia Chorób Kobiecych Tomasz Bula ##(32) 607 21 25
Tommed Sp. z o.o. Centrum Medyczne ##(32) 202 83 09
Tomograf Sp. z o.o. Samodzielna Pracownia Diagnostyki Obrazowej #         biuro@tomograf.pl     #(32) 322 03 77
Tomstom Pracownia Nowoczesnej Protetyki Michał Kotarski ##503 021 777
Topdent S.C. NZOZ ##(32) 765 90 80
Top-Med Sp. z o.o. w Organizagji ##(32) 289 55 90
Tormedica Hurtownia Medyczna Damian Mądroszkiewicz #         biuro@tormedica.pl     #604 249 011
Toruńskie Zakłady Materiałów Opatrunkowych S.A. ##(32) 368 85 00
Trebel Grażyna Pracownia Protetyczna Tech. Dent. Grażyna Trebel ##693 452 929
Trio Dorota Pawełek ##508 130 350
Troclik Sp. z o.o. Przychodnia NZOZ #         troclik@onet.pl     #(33) 816 17 37
Trójka S.C. Przychodnia NZOZ #         trojka3@op.pl     #(33) 821 23 60
Truchanowski Centrum Medyczne Witold Truchanowski ##(32) 721 87 06
Trzech Wieszczów Sp. z o.o. Niepubliczny Zakład Opieki Zdrowotnej Przychodnia Lekarska #         n_zoz_zana@poczta.onet.pl     #(34) 364 02 57
Twoje Zdrowie Laboratorium Analityczne #         samozdrowie1@vp.pl     #(32) 472 74 47
Twoje Zdrowie Niepubliczny Zakład Opieki Zdrowotnej #         twojezdrowiepoz@wp.pl     #(32) 410 80 06
Twoje Zdrowie Sklep Medyczny Anna Bednarska #         aniareh@onet.eu     #(32) 724 40 50
Twój Słuch Karina Kopczyńska Aparaty Słuchowe #         kkopczynska.twojsluch@gmail.com     #602 138 764
Ubezpieczalnia S.C. Niepubliczny Zakład Opieki Zdrowotnej #         ubezpieczalnia@neostrada.pl     #Oceń firmę i napisz o niej opinię:
Ubezpieczalnia Sp. z o.o. NZOZ Przychodnia nr 1 ##(32) 215 24 73
Ubezpieczalnia Sp. z o.o. NZOZ Przychodnia nr 2 #         nzoz_ubez@poczta.onet.pl     #(32) 215 32 41
Ubezpieczalnia Sp. z o.o. NZOZ Przychodnia nr 3 ##(32) 215 72 68
Ubezpieczalnia Sp. z o.o. NZOZ Przychodnia Zdrowia Psychicznego ##(32) 215 24 73
Ubranie na Złamanie S.C. #         kontakt@ubranienazlamanie.pl     #733 154 158
Uchnast-Zielińska Irena NZOZ Almed #         almed_myslowice@wp.pl     #(32) 222 56 38
Ulisses-Med Sp. z o.o. ##(34) 323 00 58
Ultramedic Centrum Medyczne #         biuro@ultramedic.com.pl     #Oceń firmę i napisz o niej opinię:
UM NZOZ Kop-Med Kuś Mariusz ##502 066 220
Unia Bracka Fundacja Górniczy Zespół Lecznictwa Ambulatoryjnego ##(32) 298 89 37
Uni-Med Centrum Medyczno-Stomatologiczne #         przychodnia@uni-med.com.pl     #(32) 785 22 55
Uni-Med S.C. NZOZ Gabinety Stomatologiczne #         unimed@poczta.onet.pl     #(32) 242 69 77
Uni-Med Sp. z o.o. ##(32) 387 19 95
UNI-MED Sp. z o.o. NZOZ ##(32) 288 32 20
Urbanowicz Urszula Specjalistyczna Praktyka Lekarska #         urbanowicz@gmail.com     #(32) 227 24 02
UROMEDICUS Niepubliczny Zakład Opieki Zdrowotnej ##(32) 274 85 05
Urszula NZOZ Ryżycki Andrzej #         uryzycka@wp.pl     #604 503 035
Urszula Raczyńska ##(32) 414 96 93
Uslugi Medyczno-Pielęgniarskie Senior Mróz - Kuc Sp. J. ##604 688 775
Usługi Medyczne - Gabinet Stomatologiczny Małgorzata Gliwa ##603 376 221
Usługi Medyczne - Zbigniew Napiórkowski ##606 774 218
Usługi Medyczne Barbara Kotarska #         b.kotarska66@gmail.com     #605 400 005
Usługi Medyczne Brenk Andrzej ##789 275 778
Usługi Medyczne Dariusz Czech Technik Elektroradiologii #         dariusz.czech@gmail.com     #792 589 274
Usługi Medyczne Jacek Niski #         jackorto@interia.pl     #(34) 362 99 10
Usługi Medyczne Kamila Jarco #         kamilajarco@gumed.edu.pl     #Oceń firmę i napisz o niej opinię:
Usługi Medyczne Karolina Małkiewicz #         karolinnaamm@gmail.com     #Oceń firmę i napisz o niej opinię:
Usługi Medyczne Klaudia Malczewska #         claudia33@poczta.onet.pl     #885 539 885
Usługi Medyczne Madomed Jerzy Małocha #         jerzy@malocha.com     #Oceń firmę i napisz o niej opinię:
Usługi Medyczne Magdalena Sosnowska-Pońska #         madziula_sosnowska4@wp.pl     #Oceń firmę i napisz o niej opinię:
Usługi Medyczne Mikołaj Piwko ##602 437 509
Usługi Medyczne Praktyka Lekarska Jacek Wrodarczyk #         j.wrodarczyk@op.pl     #Oceń firmę i napisz o niej opinię:
Usługi Medyczne Rafał Bukowski ##793 791 175
Usługi Medyczne Synapsa Sp. z o.o. #         bawiland@wp.pl     #508 962 658
Usługi Medyczne Śródmieście Sp. z o.o. ##(32) 285 30 61
Usługi pielęgniarskie i położnicze,wykłady i szkolenia medyczne dr Beata Podsiadło #         roksi889@wp.pl     #Oceń firmę i napisz o niej opinię:
Usługi Protetyczne Magdalena Klemens ##660 667 262
Usługi Protetyczne Nina Piontek #         nina.p@poczta.onet.eu     #794 999 108
Usługi Protetyczne Tadeusz Sabatowski ##509 285 870
Usługi Protetyczno Ortodontyczne Anna Kula #         annakula.orto@interia.pl     #Oceń firmę i napisz o niej opinię:
Usługi Protetyczno-Ortodontyczne S.C. Beata Czech Krzysztof Czech #         ppik@poczta.onet.pl     #(32) 455 15 58
Us-Med Usługi Medyczne Klaudia Stożek ##517 057 005
Vademecum Sp. z o.o. Niepubliczna Przychodnia Lekarska #         plvademecum@gmail.com     #(32) 274 94 64
Vademecum Sp. z o.o. Usługi Medyczne #         2401980@zoz.org.pl     #(32) 384 73 06
Vector S. j. Sklep Medyczno-Ortopedyczny ##607 035 919
Venamed Paweł Siedlis #         venamed@vp.pl     #730 034 410
Vera Sprzęt Medyczny ##(33) 818 20 30
Vera Sprzęt Medyczny Zakład Produkcyjny #         apteczki@apteczki.com.pl     #(33) 810 52 00
Vera-Med Sp. z o.o. Niepubliczny Zakład Opieki Zdrowotnej ##(33) 845 74 37
Vera-Med Sp. z o.o. Niepubliczny Zakład Opieki Zdrowotnej #         veramed@gmail.com     #(33) 845 71 24
Vermed NZOZ Weronika Sklanny-Woźniak Poradnia Medycyny Pracy i Poradnia Chorób Płuc i Gruźlicy ##(32) 434 26 71
Veromed Sp. z o.o. ##601 490 045
Vidi VICI S.C. ##512 300 360
VIII Liceum Ogólnokształcące im. H. Chrzanowskiej w Zespole Szkół Medycznych i Ogólnokształcących #         szkola@lo8.bielsko.pl     #(33) 812 27 58
Viki-Med Vira Abram #         viktoriavira0109@gmail.com     #Oceń firmę i napisz o niej opinię:
Vimex Endoscopy Sp. z o.o. #         office@vimex.eu     #(32) 230 86 82
Visus S.C. Niepubliczny Zakład Opieki Zdrowotnej ##(33) 861 02 09
Vita Longa Sp. z o.o. #         vitalonga.nzoz@op.pl     #(32) 202 97 15
Vita Med Sp. z o.o. #         vitamedtychy@poczta.onet.pl     #(32) 218 11 80
Vita Medicus Niepubliczny Zakład Lecznictwa Ambulatoryjnego #         vitamedicus@poczta.onet.pl     #(32) 766 03 48
Vita Sp.j. NZOZ T. Janota B. Noga-Piecuch ##(33) 863 22 06
Vitacon Przedsiębiorstwo Wielobranżowe ##(32) 386 33 53
Vitamed Centrum Medyczne Niepubliczny Zakład Opieki Zdrowotnej #         vitamed2005@interia.pl     #(32) 677 50 01
Vita-Med Niepubliczny Zakład Opieki Zdrowotnej ##(32) 780 26 07
VITA-MED NZOZ #         vita-med.sw-ce@wp.pl     #(32) 245 47 16
Vitamed S.C. Dawid Hadasik - Jacek Bil ##(32) 780 26 07
Vitberg Bis Artur Kaziród #         biuro@vitberg.pl     #506 821 877
Viva-Med Niepubliczny Zakład Opieki Zdrowotnej #         viva-med@wp.pl     #(33) 822 72 23
Voxel S.A. Biuro Zarządu ##(32) 606 05 01
Wacławekdent Laboratorium Protetyczne Maciej Wacławek ##(32) 217 00 64
Waliczek Lucyna Opieka Medyczna w Zakładach Nauczania i Wychowania ##510 272 152
Walmed Waligóra Sp.j. #         pawelwaligora83@gmail.com     #502 389 588
Wamed S.C. Niepubliczny Zakład Opieki Zdrowotnej Irena Wałęga Wiesław Wałęga #         irenawalega@poczta.onet.pl     #(32) 211 61 85
Wanot Jolanta Sklep Zielarsko-Medyczny ##(32) 285 85 53
Was-Med Adam Waśko ##(33) 812 34 92
Welux S.C. Specjalistyczna Poradnia Rehabilitacyjna NZOZ D.A. Nowrotek D. Hampel B. Ondraszek #         welux4@wp.pl     #(33) 812 30 30
Wesoła Przychodnia ##(32) 317 61 10
Wieczorek Przychodnia ##(32) 707 55 78
Wieczorkiewicz Izabela Pracownia Protetyczna #         izawiec@gmail.com     #508 963 420
Wielomed Niepubliczny Zakład Opieki Zdrowotnej #         midimo@poczta.onet.pl     #(32) 233 60 86
Wielomed Niepubliczny Zakład Opieki Zdrowotnej ##(32) 233 60 86
Wierzbicka Janina Pracownia Protetyki Stomatologicznej ##(32) 455 65 63
Wierzbowska-Głowa Anetta Techdentis Laboratorium Protetyczne #         kontakt@techdentis.pl     #605 947 454
Wiesław Struski - Ratownictwo Medyczne #         danstr@wp.pl     #Oceń firmę i napisz o niej opinię:
Wiomed S.C. NZOZ #         wiomed@mp.pl     #(32) 456 73 99
Wiśniewska Dagmara Sprzęt Medyczny #         biuro@dagmed.pl     #509 511 527
Wiśniewski Adrian #         wisniewski.adr@gmail.com     #509 596 143
Witek-Józefoska Aleksandra Specjalistyczna Praktyka Lekarska #         witek-jozefoska@o2.pl     #Oceń firmę i napisz o niej opinię:
Wittek Andrzej Rudzki Henryk S.C. Niepubliczny Zakład Opieki Zdrowotnej #         nzoz.rudzki.wittek@wp.pl     #(32) 244 23 00
Witt-Med Zakład Naprawy Urządzeń Medycznych Krystian Witt #         wittmed@vp.pl     #(34) 353 46 29
WIZJA V Sp. z o.o. Diagnostyka Medyczna Pracownia Tomografii Komputerowej #         wilkowice@wizjav.pl     #Oceń firmę i napisz o niej opinię:
Włodzimierz Pokrzywnicki Wielospecjalistyczne Centrum Medyczne Medicus #         wpokrzywnicki@gmail.com     #Oceń firmę i napisz o niej opinię:
Wojciech Jędrzejewski #         jaastrzab@wp.pl     #512 832 881
Wojcieszek Andrzej Gabinet Lekarski ##(32) 278 41 16
Wojciuch Adam Laboratorium Analiz Lekarskich ##602 674 273
Wojdak Katarzyna Specjalistyczna Praktyka Lekarska #         kamawo@op.pl     #Oceń firmę i napisz o niej opinię:
Wojewódzki Ośrodek Lecznictwa Odwykowego i Zakład Opiekuńczo-Leczniczy w Gorzycach ##(32) 451 11 72
Wojewódzki Szpital Chorób Płuc im. A. Pawelca ##(32) 453 71 30
Wojewódzki Szpital Neuropsychiatryczny im. E. Cyrana #         wsnlc@gazeta.pl     #(34) 353 28 00
Wojewódzki Szpital Rehabilitacyjny dla Dzieci ##(32) 476 14 51
Wojewódzki Szpital Specjalistyczny Im. Najświętszej Maryi Panny ##(34) 367 30 00
Wojewódzki Szpital Specjalistyczny im. Najświętszej Maryi Panny ##(34) 325 26 11
Wojewódzki Szpital Specjalistyczny nr 2 ##(32) 478 42 00
Wojewódzki Szpital Specjalistyczny nr 2 Oddział Pediatryczny ##(32) 475 99 60
Wojewódzki Szpital Specjalistyczny nr 3 ##(32) 429 10 00
Wojewódzki Szpital Specjalistyczny nr 3 Zakład Diagnostyki Laboratoryjne ##(32) 429 10 00
Wojewódzki Szpital Specjalistyczny nr 4 #         szpital@szpital4.bytom.pl     #(32) 281 02 71
Wojewódzki Szpital Specjalistyczny nr 5 im. św. Barbary ##(32) 368 20 00
Wojewódzkie Centrum Pediatrii Kubalonka w Istebnej #         istebnakubalonka@poczta.onet.pl     #(33) 857 56 00
Wojtaszek Andrzej ##509 093 190
Wolentarski Maciej Wo-Med ##517 113 086
Wolny Tomasz Naprawa Sprzętu Medycznego ##604 393 969
Wolski Niepubliczny Zakład Opieki Zdrowotnej Przychodnia Stomatologiczna #         przychodnia-wolski@tlen.pl     #601 935 945
Wolski Niepubliczny Zakład Opieki Zdrowotnej Przychodnia Stomatologiczna #         przychodnia-wolski@tlen.pl     #(34) 366 67 05
Womed Przychodnia Specjalistyczna #         jola3112@wp.pl     #(32) 473 38 07
Wrzos Sklep Zielarsko-Medyczny Anna Bogacz ##(32) 262 47 71
Wspólnota Centrum Medyczno Handlowe Cmh Bohaterów Katynia 25a #         biuro@znctg.pl     #Oceń firmę i napisz o niej opinię:
Wyrmed Niepubliczny Zakład Opieki Zdrowotnej #         pawel28@go2.pl     #(32) 218 72 00
Wyższa Szkoła Medyczna w Sosnowcu #         wsmsosnowiec@wp.pl     #(32) 291 10 19
Wzorcownia Zdrowia Sp. z o.o. ##(34) 347 40 88
X-Med S.C. Niepubliczny Zakład Opieki Zdrowotnej ##(33) 816 20 25
X-Raf Usługi Medyczne Rafał Paluch #         raffar75@interia.pl     #Oceń firmę i napisz o niej opinię:
X-Ray-Med Patryk Dura #         papin0307@o2.pl     #723 403 258
Xymena Stępniak-Żółkiewicz FUH Alameda #         kontakt@alameda.com.pl     #531 095 905
Zaik Katarzyna Transmed ##502 100 685
Zakład Gospodarki Cieplnej Śląskiego Uniwersytetu Medycznego w Katowicach #         sekretariat@zgc.katowice.pl     #(32) 252 71 69
Zakład Handlowo-Usługowy Bart-Med Bartosz Zejma #         barti86@poczta.onet.pl     #(33) 810 14 49
Zakład Opieki Długoterminowej EPIONE #         sekretariat@epione.pl     #(32) 255 35 49
Zakład Opieki Zdrowotnej Medyk Sp. z o.o. #         kamilajarco@gumed.edu.pl     #(33) 863 76 89
Zakład Opiekuńczo Leczniczy Prowadzony Przez Zgromadzenie Sióstr Miłosierdzia Św. Karola Boromeusza #         zolpiekary@poczta.onet.pl     #(32) 287 23 39
Zakład Pielęgnacyjno-Opiekuńczy Nadzieja S.C. ##(32) 236 71 67
Zakład Usług Medycznych Rom-Med. ##(34) 314 80 11
Zakład Usług Optycznych Opt-An ##501 035 416
Zakomed S.C. Włodzimierz Kowalski Jan Zając ##(32) 247 23 00
Zamkowe Centrum Medyczne Sp. z o.o. ##(32) 267 73 73
Zaoczna Policealna Szkoła Medyczna Pascal ##730 662 778
Zaoczna Policealna Szkoła Medyczna Pascal #         zawiercie@pascal.edu.pl     #535 004 657
Zapała Dorota Poradnia Stomatologiczna Dmdentalceramic ##517 488 877
Zarys International Group Sp. z o.o. Produkcja Sp.k. #         zarys@zarys.com     #(32) 376 07 27
Zawadzka Teresa Sklep Zielarsko-Medyczny ##(32) 220 35 30
Zawiślak-Budny Ewa Gabinet Laryngologiczny ##601 578 540
Ząbek S.C. NZOZ #         mrossek@op.pl     #509 322 202
Zdan-Med Sp. z o.o. ##(32) 231 31 59
Zdrovit Anna Pawłowska-Nejman, Marek Szewczyk Sp. J. ##(32) 265 00 68
Zdrowa Rodzina NZOZ Katarzyna Żelezik #         zelzdr@op.pl     #(32) 291 59 42
Zdrowie Centrum Medyczne Hygieja Apteka Maria Grygierzec #         hygieja18@maxmedicum.pl     #(32) 215 56 26
Zdrowie Centrum Medyczne Maria Grygierzec ##(32) 215 23 49
Zdrowie i Rehabilitacja S.C. NZOZ #         zdrowie_i_rehabilitacja@poczta.onet.pl     #(33) 815 87 15
Zdrowie Niepubliczny Zakład Opieki Specjalistycznej Włodzimierz Goc ##(34) 317 26 93
Zdrowie Niepubliczny Zakład Opieki Zdrowotnej ##(32) 434 62 55
Zdrowie Niepubliczny Zakład Opieki Zdrowotnej ##(32) 427 40 22
Zdrowie S.C. Przychodnia Ginekologiczno-Położnicza i Internistyczna Andrzej Wojciechowski Irena Antes-Wojciechowska ##(32) 210 58 55
Zdrowie S.C. Przychodnia Sportowo-Rehabilitacyjna Stanisław i Krzysztof Ptak ##(33) 811 91 04
Zdrowie S.C. Przychodnia Sportowo-Rehabilitacyjna Stanisław i Krzysztof Ptak #         zdrowiebb@op.pl     #(33) 822 32 17
Zdrowie Sp. z o.o Niepubliczny Zakład Opieki Zdrowotnej ##(32) 419 83 28
Zdrowie Sp. z o.o. Niepubliczny Zakład Opieki Zdrowotnej ##(33) 818 31 52
Zdrowie Sp. z o.o. Niepubliczny Zakład Opieki Zdrowotnej #         poz_pietrowice@op.pl     #(32) 419 80 24
Zdrowie Sp. z o.o. Niepubliczny Zakład Opieki Zdrowotnej #         nzozzdrowie@o2.pl     #(32) 222 24 14
Zdrowie Sp. z o.o. Niepubliczny Zakład Opieki Zdrowotnej Poradnia Lekarska #         nzoz_lagisza@poczta.fm     #(32) 267 47 01
Zdrowie Sp. z o.o. Niepubliczny Zakład Opieki Zdrowotnej Przychodnia Poz ##(32) 472 18 12
Zdrowie Sp. z o.o. Przychodnia Lekarzy Specjalistów ##(32) 376 03 06
Zdrowie Sp. z o.o. Przychodnia Lekarzy Specjalistów ##(32) 271 70 31
Zdrowy Uczeń S.C. ##692 427 919
Zdrój S.C. Niepubliczny Zakład Opieki Zdrowotnej Przychodnia Lekarska #         nzozjas@poczta.wp.pl     #(32) 476 21 34
Zespół Lecznictwa Ambulatoryjnego Niepublizny Zakład Opieki Zdrowotnej #         biuro@nzoz-zla.com     #(32) 363 46 33
Zespół Lecznictwa Otwartego Sp. z o.o. Miejskie Centrum Medyczne Byczyna ##(32) 616 16 70
Zespół Lecznictwa Otwartego Sp. z o.o. Miejskie Centrum Medyczne Ciężkowice ##(32) 616 11 79
Zespół Lecznictwa Otwartego Sp. z o.o. Miejskie Centrum Medyczne Jeleń ##(32) 616 71 89
Zespół Lecznictwa Otwartego Sp. z o.o. Miejskie Centrum Medyczne Łubowiec ##(32) 615 58 63
Zespół Lecznictwa Otwartego Sp. z o.o. Miejskie Centrum Medyczne Osiedle Stałe ##(32) 615 59 09
Zespół Lecznictwa Otwartego Sp. z o.o. Miejskie Centrum Medyczne Podłęże ##(32) 616 61 89
Zespół Lecznictwa Otwartego Sp. z o.o. Miejskie Centrum Medyczne Podwale ##(32) 616 36 88
Zespół Lecznictwa Otwartego Sp. z o.o. Miejskie Centrum Medyczne Szczakowa ##(32) 617 78 07
Zespół Lecznictwa Otwartego Sp. z o.o. Miejskie Centrum Medyczne Zacisze ##(32) 616 32 61
Zespół Lecznictwa Otwartego Sp. z o.o. Miejskie Centrum Medyczne Zespół Poradni Chirurgicznych ##(32) 616 32 88
Zespół Lecznictwa Otwartego Sp. z o.o. Poradnia Chorób Płuc ##(32) 616 35 79
Zespół Lekarza Rodzinnego Pro Familia Poradnia Lekarska Wielospecjalistyczna Niepubliczny Zakład Opieki Zdrowotnej #         profamilia@wp.pl     #(32) 205 93 01
Zespół Opieki Hospicyjnej Królowej Pokoju NZOZ ##(32) 384 19 11
Zespół Opieki Zdrowotnej ##(32) 459 18 00
Zespół Opieki Zdrowotnej ##(34) 317 22 06
Zespół Opieki Zdrowotnej w Świętochłowicach Sp. z o.o. Przychodnia nr 1 #         sekretariat@zoz.net.pl     #(32) 245 47 12
Zespół Opieki Zdrowotnej w Świętochłowicach Sp. z o.o. Przychodnia nr 2 Poradnia Rehabilitacyjna ##(32) 245 28 37
Zespół Opieki Zdrowotnej w Świętochłowicach Sp. z o.o. Przychodnie Przyszpitalne ##(32) 245 50 41
Zespół Policealnych Szkół Medyczno-Społecznych #         medyk.bytom@onet.pl     #(32) 281 56 11
Zespół Poradni Specjalistycznych Integra S.C. NZOZ #         gobo1@onet.pl     #(34) 353 16 65
Zespół Poradni Specjalistycznych nr 1 w Tychach Sp. z o.o. ##(32) 325 41 00
Zespół Szkół Chemiczno-Medycznych i Ogólnokształcących im. M. Skłodowskiej-Curie ##(32) 285 52 34
Zespół Szkół Ogólnokształcących i Medycznych ##(34) 351 14 36
Zfx Polska S.C. Wojciech Fąferko Katarzyna Łukasik-Fąferko ##600 408 515
Zielarnia Ewa Sosnowska Anna Paździor-Koza S.C. ##600 283 903
Zielarnia Witania Sklep Zielarsko-Medyczny Krzysztof Milarski #         zielarnia@witania.pl     #511 727 857
Zieliński Piotr Laboratorium Analiz Lekarskich ##(32) 423 83 13
Zielony Sklep Sklep Zielarsko-Medyczny Izabela Grzywacz ##(33) 854 19 62
Zielony Zakątek Sklep Zielarsko-Medyczny Agnieszka Mośny ##662 220 129
Zioło-Lek Maciej Wilczek Sklep Zielarsko-Medyczny #         mariusz1122@vp.pl     #Oceń firmę i napisz o niej opinię:
Zioło-Lek Sklep Zielarsko-Medyczny #         ziolo-lek54@o2.pl     #607 433 362
Złota Przychodnia Niepubliczny Zakład Opieki zdrowotnej ##(34) 322 51 14
Zmurczek-Med Łukasz Zmurczyński #         lukaszzmur@gmail.com     #Oceń firmę i napisz o niej opinię:
Zofia Nowacka Technika Dentystyczna- Usługi Dla Lekarzy ##501 318 070
Związek Nauczycielstwa Polskiego Pracowników Śląskiego Uniwersytetu Medyczn.i Szpitali Klin. w Katowicach - Jedn.Org.Znp ##(32) 208 36 00
Związek Zawodowy Pracowników Diagnostyki Medycznej Śląskiego Centrum Chorób Serca w Zabrzu ##(32) 271 52 61
Zyzik Sabina Wykonywanie i Naprawa Protez Zębowych ##(32) 770 22 94
ZZNPW Przychodnia ##(32) 271 67 91
Żabińscy Sp.j. #         zabinscymedicus@gmail.com     #(32) 616 54 17
Żak Policealna Szkoła Medyczna w Bielsku-Białej ##(33) 828 58 87
Żak Policealna Szkoła Medyczna w Gliwicach #         gliwice@zak.edu.pl     #(32) 332 41 74
Żak Policealna Szkoła Medyczna w Jastrzębiu-Zdroju #         jastrzebiezdroj@zak.edu.pl     #(32) 470 40 92
Żak Policealna Szkoła Medyczna w Raciborzu ##(32) 414 02 54
Żak Policealna Szkoła Medyczna w Rybniku #         rybnik@zak.edu.pl     #(32) 423 09 09
Żak Policealna Szkoła Medyczna w Tarnowskich Górach ##(32) 285 34 10
Żak Policealna Szkoła Opieki Medycznej w Chorzowie #         centrala@zak.edu.pl     #(42) 677 07 07
Żak Policealna Szkoła Opieki Medycznej w Częstochowie ##(34) 321 43 48
Żak Policealna Szkoła Opieki Medycznej w Dąbrowie Górniczej ##(42) 677 07 07
Żak Policealna Szkoła Opieki Medycznej w Gliwicach #         gliwice@zak.edu.pl     #(32) 332 41 74
Żak Policealna Szkoła Opieki Medycznej w Jastrzębiu-Zdroju #         jastrzebiezdroj@zak.edu.pl     #(32) 470 40 92
Żak Policealna Szkoła Opieki Medycznej w Jaworznie #         jaworzno@zak.edu.pl     #(32) 751 89 27
Żak Policealna Szkoła Opieki Medycznej w Rybniku ##(32) 423 09 09
Żak Policealna Szkoła Opieki Medycznej w Sosnowcu #         sosnowiec@zak.edu.pl     #(32) 266 99 64
Żak Policealna Szkoła Opieki Medycznej w Tarnowskich Górach ##(32) 285 34 10
